,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
774,20,RL,69.15971935617004,7915,1,NA,3,Lvl,Inside,3,Timber,Norm,Norm,1Fam,1Story,6,5,1999,2000,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,2,6,1223.0,1,0.0,443.0,1666.0,GasA,5,1,SBrkr,1675,0,0,1675,1.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,1999.0,2,2.0,435.0,3,3,3,165,52,0,0,0,0,0,1,NA,0,12,2008,WD,Normal
775,20,RL,79.0,11449,1,NA,3,HLS,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,1011.0,1,0.0,873.0,1884.0,GasA,5,1,SBrkr,1728,0,0,1728,1.0,0.0,2,0,3,1,4,7,7,1,4,Attchd,2007.0,3,2.0,520.0,3,3,3,0,276,0,0,0,0,0,1,NA,0,1,2008,WD,Normal
776,20,RL,85.0,11447,1,NA,3,Lvl,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,674.0,4,3,PConc,5,3,3,6,1571.0,1,0.0,393.0,1964.0,GasA,5,1,SBrkr,1964,0,0,1964,1.0,0.0,2,1,3,1,4,7,7,1,4,Attchd,2005.0,3,3.0,892.0,3,3,3,0,265,0,0,0,0,0,1,NA,0,6,2008,WD,Normal
777,90,RM,97.0,8940,1,NA,3,Lvl,Corner,3,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,3,4,PConc,4,4,4,6,1309.0,1,0.0,35.0,1344.0,GasA,5,1,SBrkr,1344,0,0,1344,2.0,0.0,2,0,2,2,3,8,7,0,0,Attchd,1997.0,3,4.0,784.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,11,2008,WD,Alloca
778,20,RL,77.0,9278,1,NA,4,Lvl,FR2,3,Mitchel,Feedr,Artery,1Fam,1Story,5,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1092.0,1092.0,GasA,5,1,SBrkr,1092,0,0,1092,0.0,0.0,1,0,2,1,3,5,7,0,0,NA,0.0,0,0.0,0.0,0,0,3,0,52,0,0,0,0,0,1,NA,0,2,2008,WD,Abnorml
779,120,RM,32.0,4500,1,NA,4,Lvl,FR2,3,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,3,3,PConc,5,3,1,6,864.0,1,0.0,325.0,1189.0,GasA,5,1,SBrkr,1189,0,0,1189,1.0,0.0,2,0,2,1,3,4,7,0,0,Attchd,1997.0,2,2.0,392.0,3,3,3,0,122,0,0,0,0,0,1,NA,0,4,2008,WD,Normal
780,85,RL,150.0,14137,1,NA,4,Lvl,Corner,3,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,3,3,CBlock,4,3,3,5,865.0,2,247.0,88.0,1200.0,GasA,4,1,SBrkr,1200,0,0,1200,1.0,0.0,1,0,3,1,3,6,7,0,0,2Types,1964.0,3,3.0,850.0,3,3,3,0,119,0,0,171,0,0,1,NA,0,11,2008,ConLD,Normal
781,120,RM,69.15971935617004,4224,1,NA,4,Lvl,Inside,3,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,1,6,769.0,1,0.0,271.0,1040.0,GasA,4,1,SBrkr,1040,0,0,1040,0.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1975.0,1,2.0,499.0,3,3,3,0,100,0,0,0,0,0,1,NA,0,6,2008,WD,Normal
782,160,RM,41.0,2665,1,NA,4,Lvl,Inside,3,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,1,5,318.0,1,0.0,232.0,550.0,GasA,3,1,SBrkr,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,7,1,3,Attchd,1976.0,1,1.0,336.0,3,3,3,92,26,0,0,0,0,0,1,NA,0,5,2008,WD,Normal
783,180,RM,21.0,1974,1,NA,4,Lvl,Inside,3,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1973,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,4,3,3,6,501.0,1,0.0,25.0,526.0,GasA,4,1,SBrkr,526,462,0,988,1.0,0.0,1,0,2,1,3,5,7,0,0,BuiltIn,1973.0,2,1.0,297.0,3,3,3,120,101,0,0,0,0,0,1,NA,0,6,2008,WD,Normal
784,180,RM,21.0,1596,1,NA,4,Lvl,Inside,3,MeadowV,Norm,Norm,Twnhs,SLvl,4,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,4,6,437.0,1,0.0,25.0,462.0,GasA,3,1,SBrkr,526,462,0,988,1.0,0.0,1,0,1,1,3,4,7,1,1,BuiltIn,1973.0,2,1.0,297.0,3,3,3,0,101,0,120,0,0,0,3,NA,0,7,2008,WD,Normal
785,20,RL,69.15971935617004,17979,1,NA,3,Lvl,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,3,3,1,5,785.0,1,0.0,328.0,1113.0,GasA,5,1,SBrkr,1160,0,0,1160,1.0,0.0,1,0,3,1,4,6,7,0,0,Attchd,1968.0,1,1.0,257.0,3,3,3,81,0,0,0,0,0,0,3,Shed,500,2,2008,WD,Normal
786,160,RM,21.0,1477,1,NA,4,Lvl,Inside,3,MeadowV,Norm,Norm,Twnhs,2Story,6,9,1970,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,3,3,1,6,358.0,1,0.0,188.0,546.0,GasA,5,1,SBrkr,546,546,0,1092,0.0,0.0,2,1,3,1,3,6,7,0,0,NA,0.0,0,0.0,0.0,0,0,3,187,0,0,0,0,0,0,1,NA,0,3,2008,WD,Normal
787,20,RL,59.0,6490,1,NA,4,Lvl,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,6,534.0,1,0.0,282.0,816.0,GasA,5,1,SBrkr,816,0,0,816,0.0,1.0,1,0,2,1,3,4,7,0,0,Attchd,1983.0,1,1.0,264.0,3,3,3,315,0,0,0,0,0,0,3,NA,0,4,2008,WD,Normal
788,20,RL,60.0,6600,1,NA,4,Lvl,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,6,638.0,1,0.0,207.0,845.0,GasA,4,1,SBrkr,845,0,0,845,0.0,0.0,1,0,3,1,4,6,7,0,0,Attchd,1982.0,1,1.0,264.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,7,2008,WD,Normal
789,20,RL,74.0,12395,1,NA,4,Lvl,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,5,647.0,1,0.0,217.0,864.0,GasA,3,1,SBrkr,889,0,0,889,0.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1984.0,1,2.0,484.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,4,2008,WD,Normal
790,70,RL,69.15971935617004,56600,1,NA,3,Low,Inside,3,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,1,1900,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,686.0,686.0,GasA,5,1,SBrkr,1150,686,0,1836,0.0,0.0,2,0,4,1,3,7,3,0,0,Detchd,1900.0,1,1.0,288.0,3,2,1,0,0,0,0,0,0,0,1,NA,0,1,2008,WD,Normal
791,20,RL,85.0,10667,1,NA,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,302.0,3,3,CBlock,3,3,1,4,838.0,1,0.0,749.0,1587.0,GasA,3,1,SBrkr,1587,0,0,1587,0.0,0.0,2,0,3,1,3,7,7,1,4,Attchd,1971.0,1,2.0,525.0,3,3,3,0,44,0,0,0,0,0,1,NA,0,3,2007,WD,Normal
792,80,RL,56.0,8872,1,NA,3,HLS,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,384.0,384.0,GasA,4,1,SBrkr,754,630,0,1384,0.0,0.0,2,1,3,1,3,7,7,1,3,BuiltIn,1997.0,3,2.0,390.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,3,2007,WD,Normal
793,80,RL,69.15971935617004,10147,1,NA,3,Lvl,CulDSac,3,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,3,3,PConc,4,3,1,2,186.0,1,0.0,206.0,392.0,GasA,4,1,SBrkr,924,770,0,1694,0.0,0.0,2,1,3,1,3,7,7,1,3,BuiltIn,1994.0,3,2.0,398.0,3,3,3,256,64,0,0,0,0,0,4,NA,0,3,2007,WD,Normal
794,60,RL,69.15971935617004,8637,1,NA,3,Lvl,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,5,871.0,1,0.0,52.0,923.0,GasA,4,1,SBrkr,947,767,0,1714,1.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,2000.0,3,2.0,451.0,3,3,3,256,48,0,0,0,0,0,1,NA,0,4,2007,WD,Abnorml
795,60,RL,63.0,7875,1,NA,4,Lvl,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,3,414.0,1,0.0,277.0,691.0,GasA,4,1,SBrkr,691,862,0,1553,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,1996.0,3,2.0,420.0,3,3,3,0,44,0,0,0,0,0,1,NA,0,8,2007,WD,Normal
796,60,RL,60.0,7500,1,NA,4,Lvl,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,938.0,938.0,GasA,5,1,SBrkr,957,1342,0,2299,0.0,0.0,3,1,5,1,3,7,7,1,3,Attchd,1999.0,3,2.0,482.0,3,3,3,188,30,0,0,0,0,0,1,NA,0,8,2007,WD,Normal
797,20,RL,69.15971935617004,9556,1,NA,3,Lvl,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1168.0,1168.0,GasA,4,1,SBrkr,1187,0,0,1187,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,1992.0,2,2.0,420.0,3,3,3,0,21,0,0,0,0,0,1,NA,0,8,2007,WD,Normal
798,60,RL,69.15971935617004,7655,1,NA,3,Lvl,CulDSac,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,903.0,903.0,GasA,4,1,SBrkr,910,732,0,1642,0.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,1993.0,2,2.0,392.0,3,3,3,290,84,0,0,0,0,0,1,NA,0,7,2007,WD,Normal
799,20,RL,160.0,18160,0,NA,4,Lvl,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkCmn,138.0,3,3,CBlock,3,3,3,4,550.0,1,0.0,752.0,1302.0,GasA,2,1,SBrkr,1128,0,0,1128,1.0,0.0,1,0,3,1,3,6,7,1,3,Attchd,1964.0,1,2.0,480.0,3,3,2,0,108,246,0,0,0,0,4,NA,0,3,2007,WD,Alloca
800,120,RL,38.0,4740,1,NA,3,Lvl,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,CBlock,4,3,4,6,248.0,1,0.0,918.0,1166.0,GasA,4,1,SBrkr,1179,0,0,1179,1.0,0.0,2,0,2,1,3,5,7,0,0,Attchd,1988.0,2,2.0,480.0,3,3,3,0,108,0,0,135,0,0,1,NA,0,10,2007,WD,Normal
801,120,RL,35.0,5118,1,NA,3,HLS,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,4,6,926.0,1,0.0,386.0,1312.0,GasA,4,1,SBrkr,1321,0,0,1321,1.0,0.0,1,0,1,1,4,4,7,1,3,Attchd,1990.0,2,2.0,484.0,3,3,3,0,64,140,0,0,0,0,1,NA,0,8,2007,WD,Normal
802,60,RL,98.0,12328,1,NA,3,Lvl,Inside,3,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,146.0,4,3,PConc,5,3,2,6,986.0,1,0.0,163.0,1149.0,GasA,5,1,SBrkr,1164,1377,0,2541,1.0,0.0,3,1,4,1,5,10,7,1,4,BuiltIn,2005.0,3,3.0,729.0,3,3,3,120,32,0,0,0,0,0,1,NA,0,7,2007,WD,Normal
803,20,RL,52.0,51974,1,NA,3,Lvl,CulDSac,3,StoneBr,PosN,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,710.0,5,3,PConc,5,3,3,6,1101.0,1,0.0,1559.0,2660.0,GasA,5,1,SBrkr,2338,0,0,2338,1.0,0.0,2,1,4,1,4,8,7,2,4,Attchd,2005.0,3,3.0,1110.0,4,3,3,0,135,0,0,322,0,0,1,NA,0,6,2007,New,Partial
804,190,RL,195.0,41600,1,NA,3,Lvl,FR2,3,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,4,5,1047.0,1,0.0,53.0,1100.0,GasW,3,1,SBrkr,1424,0,0,1424,1.0,0.0,1,1,3,1,3,7,4,0,0,2Types,1969.0,1,3.0,828.0,3,3,1,144,0,0,0,0,0,0,1,NA,0,11,2007,WD,Normal
805,120,RL,61.0,8035,1,NA,3,HLS,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,165.0,4,3,PConc,5,3,4,6,797.0,1,0.0,815.0,1612.0,GasA,5,1,SBrkr,1612,0,0,1612,1.0,0.0,2,0,2,1,5,6,7,1,4,Attchd,2006.0,3,2.0,556.0,3,3,3,0,164,0,0,0,0,0,1,NA,0,3,2007,WD,Normal
806,20,RL,85.0,14082,1,NA,3,HLS,Inside,3,StoneBr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,945.0,4,3,PConc,5,4,4,6,1558.0,1,0.0,662.0,2220.0,GasA,5,1,SBrkr,2234,0,0,2234,1.0,0.0,1,1,1,1,4,7,7,1,4,Attchd,2006.0,2,2.0,724.0,3,3,3,390,80,0,0,0,0,0,1,NA,0,1,2007,WD,Normal
807,20,RL,81.0,13870,1,NA,3,HLS,Inside,3,StoneBr,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,250.0,5,3,PConc,5,3,4,6,1152.0,1,0.0,590.0,1742.0,GasA,5,1,SBrkr,2042,0,0,2042,1.0,0.0,2,0,3,1,5,8,7,1,4,Attchd,2007.0,3,3.0,724.0,3,3,3,240,52,0,0,174,0,0,1,NA,0,10,2007,New,Partial
808,20,RL,69.15971935617004,10960,1,NA,3,Lvl,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1984,1984,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,1,6,256.0,1,0.0,1028.0,1284.0,GasA,3,1,SBrkr,1284,0,0,1284,1.0,0.0,2,0,3,1,3,5,7,0,0,Attchd,1984.0,1,2.0,480.0,3,3,3,0,0,192,0,0,0,0,1,NA,0,4,2007,COD,Abnorml
809,60,RL,78.0,12090,1,NA,4,Lvl,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1981,2003,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,4,3,CBlock,4,3,1,5,321.0,1,0.0,404.0,725.0,GasA,5,1,SBrkr,725,754,0,1479,0.0,0.0,2,1,3,1,4,6,7,1,3,Attchd,1981.0,2,2.0,484.0,3,3,3,167,72,0,0,0,0,0,1,NA,0,3,2007,WD,Normal
810,20,RL,93.0,12299,1,NA,4,Lvl,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,7,6,1978,1985,Gable,CompShg,Plywood,Plywood,Stone,67.0,3,3,CBlock,4,3,1,6,1328.0,1,0.0,201.0,1529.0,GasA,3,1,SBrkr,1664,0,0,1664,1.0,0.0,2,0,3,1,4,7,7,1,3,Attchd,1978.0,3,2.0,663.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,9,2007,WD,Normal
811,60,RL,61.0,11339,1,NA,3,Lvl,Inside,3,NWAmes,PosA,Norm,1Fam,2Story,7,5,1979,1979,Hip,WdShake,HdBoard,Plywood,BrkFace,549.0,3,3,CBlock,4,3,1,5,758.0,1,0.0,22.0,780.0,GasA,3,1,SBrkr,1085,845,0,1930,1.0,0.0,2,1,4,1,4,9,7,1,3,Attchd,1979.0,3,2.0,481.0,3,3,3,192,72,0,0,0,0,0,1,NA,0,3,2007,WD,Normal
812,20,RL,79.0,11850,1,NA,4,Lvl,FR2,3,NWAmes,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,BrkFace,98.0,3,3,CBlock,4,3,1,5,781.0,1,0.0,372.0,1153.0,GasA,3,1,SBrkr,1177,0,0,1177,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,1984.0,3,2.0,495.0,3,3,3,204,103,0,0,0,0,0,4,NA,0,8,2007,WD,Normal
813,20,RL,80.0,10400,1,NA,4,Lvl,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,3,3,CBlock,4,3,1,6,903.0,1,0.0,356.0,1259.0,GasA,5,1,SBrkr,1353,0,0,1353,1.0,0.0,2,0,2,1,3,5,7,1,3,Attchd,1979.0,2,2.0,478.0,3,3,3,240,141,0,0,0,0,0,1,NA,0,8,2007,WD,Normal
814,20,RL,128.0,13001,1,NA,3,Lvl,Inside,3,NWAmes,PosN,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,3,3,CBlock,3,3,2,5,492.0,4,121.0,1012.0,1625.0,GasA,3,1,SBrkr,1220,0,0,1220,0.0,1.0,2,0,2,1,3,6,7,1,3,Attchd,1971.0,1,2.0,944.0,3,3,3,0,0,249,0,0,0,0,1,NA,0,9,2007,WD,Normal
815,80,RL,64.0,8991,1,NA,3,Lvl,CulDSac,3,NWAmes,PosN,Norm,1Fam,SLvl,7,6,1976,1976,Gable,CompShg,Plywood,Plywood,Stone,130.0,3,3,CBlock,4,3,4,6,624.0,3,604.0,0.0,1228.0,GasA,3,1,SBrkr,1324,0,0,1324,0.0,1.0,2,0,3,1,4,5,7,1,2,Attchd,1976.0,3,2.0,585.0,3,3,3,407,36,0,0,0,0,0,1,NA,0,2,2007,WD,Normal
816,60,RL,80.0,8000,1,NA,4,Lvl,Inside,3,NWAmes,PosN,Norm,1Fam,2Story,6,6,1974,1974,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,931.0,2,153.0,0.0,1084.0,GasA,3,1,SBrkr,1084,793,0,1877,1.0,0.0,2,1,4,1,3,8,7,1,3,Attchd,1974.0,1,2.0,488.0,3,3,3,0,96,0,0,0,0,0,1,NA,0,11,2007,WD,Normal
817,20,RL,63.0,9457,1,NA,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,566.0,1,0.0,359.0,925.0,GasA,3,1,SBrkr,1422,0,0,1422,1.0,0.0,1,0,3,1,3,7,5,0,0,Detchd,1988.0,1,2.0,576.0,3,3,3,252,0,0,0,0,0,0,3,NA,0,9,2007,WD,Normal
818,20,RL,66.0,7920,1,NA,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,3,3,CBlock,3,3,1,5,81.0,6,619.0,214.0,914.0,GasA,5,1,SBrkr,914,0,0,914,0.0,0.0,1,0,3,1,5,5,7,0,0,Attchd,1970.0,2,1.0,368.0,3,4,3,120,0,0,0,0,0,0,1,NA,0,10,2007,WD,Normal
819,20,RL,69.15971935617004,17199,1,NA,4,Lvl,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,7,1961,1961,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,3,1,5,314.0,1,0.0,600.0,914.0,GasA,5,1,SBrkr,914,0,0,914,0.0,0.0,1,0,2,1,3,4,7,0,0,Basment,1961.0,1,1.0,270.0,2,3,3,140,0,0,0,0,0,0,3,NA,0,7,2007,WD,Normal
820,120,RH,33.0,4113,1,NA,3,Lvl,Inside,3,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2001,2001,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1337.0,1337.0,GasA,5,1,SBrkr,1337,0,0,1337,0.0,0.0,2,0,2,1,4,5,7,1,3,Attchd,2001.0,3,2.0,511.0,3,3,3,136,68,0,0,0,0,0,1,NA,0,7,2007,WD,Normal
821,120,RH,26.0,10943,1,NA,2,Lvl,FR2,3,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1997,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,930.0,1,0.0,475.0,1405.0,GasA,5,1,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,7,1,3,Attchd,1997.0,3,2.0,522.0,3,3,3,0,68,0,0,0,0,0,1,NA,0,10,2007,WD,Normal
822,160,RM,21.0,2205,1,NA,4,Lvl,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,567.0,3,3,CBlock,3,3,1,5,312.0,1,0.0,213.0,525.0,GasA,3,1,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,7,0,0,Detchd,1973.0,1,1.0,264.0,3,3,3,144,0,0,0,0,0,0,1,NA,0,2,2007,WD,Normal
823,160,RM,21.0,2058,1,NA,4,Lvl,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,265.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,672.0,672.0,GasA,5,1,SBrkr,672,546,0,1218,0.0,0.0,1,1,4,1,5,7,7,0,0,Detchd,1973.0,1,1.0,264.0,3,3,3,0,28,0,0,0,0,0,1,NA,0,12,2007,WD,Normal
824,120,RL,24.0,2304,1,NA,4,Lvl,Inside,3,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,1,6,632.0,1,6.0,423.0,1061.0,GasA,3,1,SBrkr,1055,0,0,1055,0.0,0.0,2,0,2,1,3,4,7,0,0,Attchd,1978.0,1,1.0,319.0,3,3,3,108,32,0,0,0,0,0,1,NA,0,4,2007,WD,Normal
825,20,RL,65.0,7150,1,NA,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,3,3,CBlock,3,3,1,4,725.0,1,0.0,263.0,988.0,GasA,3,1,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1974.0,1,1.0,360.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,11,2007,WD,Normal
826,20,RL,96.0,12469,1,NA,4,Lvl,FR2,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,378.0,5,3,PConc,5,3,4,6,1151.0,1,0.0,639.0,1790.0,GasA,5,1,SBrkr,1816,0,0,1816,1.0,0.0,2,0,3,1,5,7,7,1,4,Attchd,2007.0,3,3.0,730.0,3,3,3,186,36,0,0,0,0,0,1,NA,0,8,2007,New,Partial
827,20,RL,91.0,11825,1,NA,4,Lvl,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,302.0,4,3,PConc,5,3,2,1,0.0,1,0.0,1694.0,1694.0,GasA,5,1,SBrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,4,7,7,1,4,Attchd,2006.0,2,3.0,856.0,3,3,3,0,112,0,0,0,0,0,1,NA,0,6,2007,New,Partial
828,20,RL,110.0,14333,1,NA,4,Lvl,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,4,6,1518.0,1,0.0,590.0,2108.0,GasA,5,1,SBrkr,2122,0,0,2122,1.0,0.0,2,1,2,1,4,7,7,1,5,Attchd,2007.0,3,3.0,938.0,3,3,3,130,142,0,0,0,0,0,1,NA,0,11,2007,New,Partial
829,60,RL,107.0,13641,1,NA,4,Lvl,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,456.0,5,3,PConc,5,3,4,6,1304.0,1,0.0,630.0,1934.0,GasA,5,1,SBrkr,1943,713,0,2656,1.0,0.0,2,1,3,1,5,8,7,1,4,Attchd,2007.0,2,3.0,1040.0,3,3,3,268,58,0,0,0,0,0,1,NA,0,12,2007,New,Partial
